"iso3c","year","passengers","freight","departures"
"QAT",1987,621500,32,8800
"QAT",1988,698400,34,9400
"QAT",1989,752800,40,10000
"QAT",1990,770900,44,10900
"QAT",1991,875500,51,10000
"QAT",1992,981100,70,12900
"QAT",1993,1080000,88,14700
"QAT",1994,1150600,122,15200
"QAT",1995,1072500,133,13400
"QAT",1996,1200300,106,15400
"QAT",1997,1164600,97,14400
"QAT",1998,1207000,104,12300
"QAT",1999,2325200,207,22600
"QAT",2000,2672972,244,26652
"QAT",2001,2778116,257,27049
"QAT",2002,3570521,305,34364
"QAT",2003,3184104,276,28370
"QAT",2004,4453071,469,34931
"QAT",2005,6041040,870,45964
"QAT",2006,7070851,888,53327
"QAT",2007,8879109,1293,62689
"QAT",2008,9702479,1639,68818
"QAT",2009,10211229,2276,77178
"QAT",2010,12391268,2946,90819
"QAT",2011,14568106,3637,109525
"QAT",2012,17187171,4307,128402
"QAT",2013,18737348,4961,139869
"QAT",2014,21425066,5993,151703
"QAT",2015,25263224,7563,170582
"QAT",2016,31209097,9206,200927
"QAT",2017,29949181,10970,194389
"QAT",2018,29178923,12667,197811
"QAT",2019,32953297,12740,207143
"QAT",2020,10640789,13544,127046
"QAT",2021,14832936,15862,156726
"REU",2009,833940,35,21537
"ROU",1973,611800,6,8400
"ROU",1974,674400,7,13600
"ROU",1975,613100,9,13200
"ROU",1976,912600,11,15900
"ROU",1977,1077100,14,22000
"ROU",1978,1084600,13,17900
"ROU",1979,1119700,14,18100
"ROU",1980,1112100,12,18200
"ROU",1981,1079700,11,12500
"ROU",1982,919400,10,17100
"ROU",1983,998600,6,18700
"ROU",1984,1163400,11,22100
"ROU",1985,1215800,10,23000
"ROU",1986,1240400,10,24600
"ROU",1987,1281300,12,23700
"ROU",1988,1322500,13,23000
"ROU",1989,1271700,14,24100
"ROU",1990,1322000,13,22000
"ROU",1991,1148900,13,20200
"ROU",1992,918900,11,16100
"ROU",1993,979400,15,18100
"ROU",1994,1242700,19,21300
"ROU",1995,1244900,18,22200
"ROU",1996,913300,15,17100
"ROU",1997,995200,12,25600
"ROU",1998,907600,12,15400
"ROU",1999,980300,12,17900
"ROU",2000,1218102,12,23298
"ROU",2001,1137305,9,20781
"ROU",2002,959487,9,17748
"ROU",2003,1255313,7,26844
"ROU",2004,1337781,5,30524
"ROU",2005,1707714,5,38995
"ROU",2006,2047466,5,42754
"ROU",2007,3003872,6,51222
"ROU",2008,3253417,6,55386
"ROU",2009,3268022,4,57893
"ROU",2010,3733253,5,61515
"ROU",2011,3659209,6,57823
"ROU",2012,3593312,6,51685
"ROU",2013,3087143,5,43956
"ROU",2014,3067724,5,42250
"ROU",2015,3634598,5,45596
"ROU",2016,3686938,4,46733
"ROU",2017,4423249,3,52063
"ROU",2018,4908235,3,55637
"ROU",2019,5630289,3,58509
"ROU",2020,1786407,1,22125
"ROU",2021,2719206,2,30789
"RUS",1991,128760600,,
"RUS",1992,62173900,,
"RUS",1993,36124000,849,815400
"RUS",1994,28933100,815,683400
"RUS",1995,26524800,890,586300
"RUS",1996,22117100,854,464700
"RUS",1997,20419000,788,395300
"RUS",1998,15223700,736,280500
"RUS",1999,18600400,872,321400
"RUS",2000,17687894,1041,314621
"RUS",2001,20301199,898,329935
"RUS",2002,20892156,1039,345262
"RUS",2003,22723072,1113,350963
"RUS",2004,25948923,1416,398958
"RUS",2005,26522315,1541,390824
"RUS",2006,28836949,1926,421170
"RUS",2007,33187839,1224,467670
"RUS",2008,37940321,2400,522577
"RUS",2009,34402844,2306,475261
"RUS",2010,43855539,3532,523759
"RUS",2011,50555805,3900,596042
"RUS",2012,58727125,4132,636748
"RUS",2013,64072322,4249,678071
"RUS",2014,72189961,4414,747804
"RUS",2015,76846126,4761,767043
"RUS",2016,77458318,5863,746446
"RUS",2017,89373638,6845,815708
"RUS",2018,99327311,6811,885094
"RUS",2019,108857906,6481,940499
"RUS",2020,62447448,4315,623201
"RUS",2021,96851769,5888,825994
"RWA",1981,9700,,1000
"RWA",1982,25900,4,3500
"RWA",1983,4400,4,3500
"RWA",1984,4600,4,3400
"RWA",1985,4800,4,3500
"RWA",1986,4300,,900
"RWA",1987,8900,10,1900
"RWA",1988,11900,7,900
"RWA",1989,10100,,700
"RWA",1990,8400,,500
"RWA",1991,10100,1,1500
"RWA",1992,9100,,500
"RWA",1993,9100,,500
"RWA",1994,9100,,500
"RWA",2010,188221,3,5867
"RWA",2011,268377,6,7265
"RWA",2012,593198,17,10410
"RWA",2013,610992,20,11532
"RWA",2014,626928,21,12096
"RWA",2015,544541,,3205
"RWA",2016,644559,,4314
"RWA",2017,1031957,,18134
"RWA",2018,1502478,0,19133
"RWA",2019,1561562,0,19419
"RWA",2020,661288,,8495
"RWA",2021,715764,,9413
"SAU",1973,968300,26,25000
"SAU",1974,1282500,36,29500
"SAU",1975,1835700,50,35500
"SAU",1976,3268000,83,47700
"SAU",1977,4705100,106,64800
"SAU",1978,6268100,136,74500
"SAU",1979,7689200,155,84100
"SAU",1980,9241200,166,94400
"SAU",1981,9146900,243,100400
"SAU",1982,10151800,353,99000
"SAU",1983,10670300,424,101400
"SAU",1984,11365800,459,103700
"SAU",1985,10795100,455,100500
"SAU",1986,9929400,437,95500
"SAU",1987,10258400,453,91000
"SAU",1988,9879600,490,92700
"SAU",1989,9988000,605,89900
"SAU",1990,10311500,610,92700
"SAU",1991,9409100,487,79000
"SAU",1992,11154800,679,95100
"SAU",1993,11864300,718,100000
"SAU",1994,12142300,810,102500
"SAU",1995,11524200,895,98100
"SAU",1996,11706300,863,100700
"SAU",1997,11738200,926,100300
"SAU",1998,11816200,934,101100
"SAU",1999,12328500,1000,106900
"SAU",2000,12566492,1000,108981
"SAU",2001,12835735,800,107984
"SAU",2002,13564300,862,108598
"SAU",2003,13821729,852,108322
"SAU",2004,14942633,957,113329
"SAU",2005,15933045,1021,116280
"SAU",2006,16830838,1066,131528
"SAU",2007,17141188,1230,150521
"SAU",2008,16708204,1383,148335
"SAU",2009,17508200,1838,156500
"SAU",2010,20323592,1325,177608
"SAU",2011,23135735,1501,193536
"SAU",2012,26537661,1815,208986
"SAU",2013,28252104,1694,216636
"SAU",2014,32269452,1600,232908
"SAU",2015,33431736,827,236468
"SAU",2016,35092840,834,256635
"SAU",2017,37503000,868,270924
"SAU",2018,39767648,1085,267295
"SAU",2019,46181487,2043,317209
"SAU",2020,20968866,582,144771
"SAU",2021,29403732,679,219247
"SDN",1973,221500,4,9100
"SDN",1974,244700,7,9200
"SDN",1975,250000,7,9200
"SDN",1976,328300,9,9800
"SDN",1977,378500,10,10300
"SDN",1978,176000,11,10500
"SDN",1979,424000,12,10600
"SDN",1980,519000,12,10400
"SDN",1981,465300,5,7800
"SDN",1982,477600,6,7800
"SDN",1983,473000,7,9000
"SDN",1984,485000,8,9200
"SDN",1985,428000,7,7900
"SDN",1986,347400,16,5100
"SDN",1987,417200,22,6400
"SDN",1988,533700,12,5500
"SDN",1989,363200,17,8000
"SDN",1990,454100,13,9100
"SDN",1991,363200,11,6800
"SDN",1992,480000,35,8400
"SDN",1993,407900,37,10000
"SDN",1994,432400,39,10600
"SDN",1995,496900,53,9300
"SDN",1996,490800,46,9800
"SDN",1997,333100,23,5500
"SDN",1998,498700,16,4400
"SDN",1999,390300,34,7500
"SDN",2000,414179,37,7753
"SDN",2001,414983,33,7562
"SDN",2002,409178,33,7523
"SDN",2003,420498,36,7849
"SDN",2004,473127,40,8435
"SDN",2005,510977,43,8695
"SDN",2006,563026,51,8839
"SDN",2007,598151,46,9418
"SDN",2008,617785,47,7219
"SDN",2009,606558,42,7178
"SDN",2010,580325,15,10897
"SDN",2011,947031,23,16727
"SDN",2012,777346,24,13525
"SDN",2013,541644,12,9432
"SDN",2014,501864,12,6852
"SDN",2015,496177,7,6021
"SDN",2016,292843,5,3165
"SDN",2017,557792,6,5831
"SDN",2018,561520,1,3178
"SDN",2019,530001,0,3116
"SDN",2020,386838,,2261
"SDN",2021,1386967,26,15413
"SEN",1973,94600,8,4100
"SEN",1974,102500,11,4100
"SEN",1975,110000,12,4200
"SEN",1976,120400,13,4500
"SEN",1977,128400,13,4400
"SEN",1978,137200,15,4500
"SEN",1979,142300,17,4500
"SEN",1980,113100,18,5800
"SEN",1981,116100,21,5600
"SEN",1982,118300,21,5800
"SEN",1983,124500,19,6000
"SEN",1984,126300,17,6100
"SEN",1985,132100,18,6200
"SEN",1986,144100,16,3800
"SEN",1987,135800,16,3700
"SEN",1988,135400,16,3800
"SEN",1989,139700,18,3800
"SEN",1990,148300,18,3500
"SEN",1991,138400,16,4200
"SEN",1992,138300,15,4100
"SEN",1993,140200,14,4300
"SEN",1994,141200,14,4300
"SEN",1995,149700,15,4500
"SEN",1996,155100,16,4700
"SEN",1997,165500,15,4800
"SEN",1998,121400,14,3600
"SEN",1999,103400,14,2400
"SEN",2000,97525,12,2415
"SEN",2001,176413,7,2606
"SEN",2002,231333,0,6471
"SEN",2003,129974,0,2396
"SEN",2004,416372,0,6166
"SEN",2005,449682,0,6441
"SEN",2006,500677,0,0
"SEN",2007,538845,0,
"SEN",2008,567101,0,
"SEN",2009,572609,0,0
"SEN",2010,0,0,0
"SEN",2011,391401,3,5251
"SEN",2012,543988,5,7730
"SEN",2013,219996,4,5808
"SEN",2014,131964,4,4044
"SEN",2015,115355,3,3656
"SEN",2016,9874,0,582
"SEN",2017,21038,0,1087
"SEN",2018,278438,0,5817
"SEN",2019,457722,2,10215
"SEN",2020,271331,3,4377
"SEN",2021,359706,3,6286
"SGP",1973,1248900,68,21300
"SGP",1974,1508500,110,22800
"SGP",1975,1814700,147,23800
"SGP",1976,2132100,182,25700
"SGP",1977,2497300,248,27500
"SGP",1978,2893200,408,30300
"SGP",1979,3377500,560,32800
"SGP",1980,3826900,544,32500
"SGP",1981,4405400,645,29900
"SGP",1982,4591500,737,29900
"SGP",1983,4531600,846,34600
"SGP",1984,4791800,961,29800
"SGP",1985,4912300,981,31100
"SGP",1986,4990300,1112,31600
"SGP",1987,5248400,1257,32900
"SGP",1988,6046900,1398,34900
"SGP",1989,6659900,1640,32000
"SGP",1990,7046400,1652,30500
"SGP",1991,7745500,1741,35000
"SGP",1992,8477300,2180,39100
"SGP",1993,9271200,2813,43100
"SGP",1994,9929400,3245,46100
"SGP",1995,10779300,3687,51600
"SGP",1996,11840700,4115,57200
"SGP",1997,12980700,4741,60700
"SGP",1998,13331100,4724,61700
"SGP",1999,15282600,5451,68400
"SGP",2000,16704341,6005,71042
"SGP",2001,16373648,5774,72431
"SGP",2002,17256872,6772,72444
"SGP",2003,14172367,6653,64117
"SGP",2004,16995621,7193,76253
"SGP",2005,17744017,7571,77119
"SGP",2006,19565884,7981,84747
"SGP",2007,20671341,7956,87564
"SGP",2008,21050204,7310,91387
"SGP",2009,18427473,7391,83772
"SGP",2010,24859825,7121,131722
"SGP",2011,26509929,7301,144697
"SGP",2012,29138458,6899,157939
"SGP",2013,31729241,6360,165239
"SGP",2014,33643518,6052,183399
"SGP",2015,33585397,6332,181563
"SGP",2016,35370328,6696,207203
"SGP",2017,38094990,5063,203615
"SGP",2018,40401515,6947,208787
"SGP",2019,43050722,6412,215014
"SGP",2020,7884373,3020,64267
"SGP",2021,2311712,3667,56482
"SLB",1980,42400,0,8500
"SLB",1981,46200,0,9200
"SLB",1982,51100,,10000
"SLB",1983,54600,0,9600
"SLB",1984,63700,,10700
"SLB",1985,66000,,10900
"SLB",1986,64900,,10700
"SLB",1987,67500,,11100
"SLB",1988,68500,,11100
"SLB",1989,69300,,11100
"SLB",1990,69400,,11100
"SLB",1991,69400,,11100
"SLB",1992,69400,,11100
"SLB",1993,74600,1,3800
"SLB",1994,78500,1,4000
"SLB",1995,89500,2,10400
"SLB",1996,94300,2,10800
"SLB",1997,94300,2,10800
"SLB",1998,94000,2,11000
"SLB",1999,97700,1,12500
"SLB",2000,75262,1,11481
"SLB",2001,81376,1,12496
"SLB",2002,84537,1,13011
"SLB",2003,68104,1,9745
"SLB",2004,84676,1,11512
"SLB",2005,91450,1,12318
"SLB",2006,101190,1,13883
"SLB",2007,102090,1,13640
"SLB",2008,100558,1,13649
"SLB",2009,94027,1,13529
"SLB",2010,142660,3,7388
"SLB",2011,140183,3,7049
"SLB",2012,138160,3,6660
"SLB",2013,302412,3,11352
"SLB",2014,330456,3,11532
"SLB",2015,373739,4,13107
"SLB",2016,373467,4,13711
"SLB",2017,427806,4,14365
"SLB",2018,427806,4,14365
"SLB",2019,229671,0,11094
"SLB",2020,138661,,6681
"SLB",2021,100593,,5489
"SLE",1975,23000,1,1900
"SLE",1976,26000,1,3000
"SLE",1977,27300,1,3100
"SLE",1978,28500,1,3100
"SLE",1979,28500,1,3100
"SLE",1980,30000,1,3200
"SLE",1981,30200,1,600
"SLE",1982,34000,1,600
"SLE",1983,26400,1,600
"SLE",1984,56000,1,3100
"SLE",1985,58000,1,3100
"SLE",1986,59000,2,3100
"SLE",1987,28900,2,1900
"SLE",1988,43600,2,1500
"SLE",1989,29600,2,700
"SLE",1990,30000,2,500
"SLE",1992,16500,0,100
"SLE",1993,17500,0,100
"SLE",1994,14500,0,200
"SLE",1995,14500,0,200
"SLE",1996,15200,0,200
"SLE",1997,0,,0
"SLE",1998,0,0,0
"SLE",2000,19009,9,202
"SLE",2001,13877,6,139
"SLE",2002,13877,6,138
"SLE",2003,13599,7,138
"SLE",2004,15503,8,156
"SLE",2005,16743,8,164
"SLE",2006,18752,10,171
"SLE",2007,20252,9,183
"SLE",2008,21420,8,181
"SLE",2009,21784,8,186
"SLE",2010,0,0,0
"SLE",2011,48789,0,2085
"SLE",2012,50193,0,2145
"SLV",1973,147000,14,8800
"SLV",1974,155000,14,9000
"SLV",1975,160000,14,9200
"SLV",1976,170000,14,9500
"SLV",1977,210600,24,12000
"SLV",1978,225300,27,11900
"SLV",1979,257800,27,8700
"SLV",1980,264600,17,8100
"SLV",1981,241800,13,8100
"SLV",1982,254800,10,9000
"SLV",1983,265500,7,8300
"SLV",1984,360200,4,9200
"SLV",1985,395000,,9400
"SLV",1986,467600,3,9700
"SLV",1987,444100,3,9500
"SLV",1988,448500,6,9400
"SLV",1989,617800,2,9600
"SLV",1990,524900,5,10700
"SLV",1991,577400,6,12400
"SLV",1992,682900,16,14600
"SLV",1993,1242500,20,15500
"SLV",1994,1617100,14,18800
"SLV",1995,1698000,15,20000
"SLV",1996,1800000,16,20900
"SLV",1997,1700600,19,19100
"SLV",1998,1694000,47,19400
"SLV",1999,1624100,22,32000
"SLV",2000,1960363,31,37098
"SLV",2001,1692334,47,26059
"SLV",2002,1804307,12,19407
"SLV",2003,2182463,5,22063
"SLV",2004,2391159,24,23660
"SLV",2005,2540564,21,23964
"SLV",2006,2579145,20,24879
"SLV",2007,2536820,22,22465
"SLV",2008,2279763,18,21056
"SLV",2009,1996982,15,19339
"SLV",2010,1816391,11,20961
"SLV",2011,2151274,15,24699
"SLV",2012,2523296,17,26622
"SLV",2013,2509003,16,29114
"SLV",2014,2816524,16,31662
"SLV",2015,2597649,14,28671
"SLV",2016,2603129,13,28670
"SLV",2017,2670560,14,27995
"SLV",2018,2545105,11,27601
"SLV",2019,2609917,13,26305
"SLV",2020,805272,7,8744
"SLV",2021,1412026,11,13969
"SOM",1973,33000,0,2700
"SOM",1974,35000,0,2800
"SOM",1975,35000,0,2800
"SOM",1976,38000,0,2800
"SOM",1977,34000,0,2700
"SOM",1978,36000,0,2800
"SOM",1979,36500,0,2800
"SOM",1980,90000,0,3000
"SOM",1981,115800,3,2600
"SOM",1982,99300,4,2200
"SOM",1983,117200,4,2300
"SOM",1984,130000,4,2600
"SOM",1985,99800,3,2400
"SOM",1986,122000,4,2700
"SOM",1987,128400,4,2800
"SOM",1988,104700,4,2500
"SOM",1989,89200,8,1600
"SOM",1990,87600,9,1600
"SOM",1991,46100,5,900
"SOM",2010,163813,0,2717
"SOM",2011,177005,2,2815
"SOM",2012,178710,1,2791
"SOM",2013,258336,1,3540
"SOM",2014,251652,1,3444
"SOM",2016,4486,,98
"SOM",2017,4486,,98
"SOM",2018,33729,0,995
"SOM",2019,34066,0,1060
"SRB",2001,994880,4,14000
"SRB",2002,1185479,4,19935
"SRB",2003,1011231,4,17205
"SRB",2004,1076473,6,19729
"SRB",2005,918540,5,17048
"SRB",2006,1041747,4,19664
"SRB",2007,1118404,4,19971
"SRB",2008,1135322,3,19568
"SRB",2009,926618,2,17208
"SRB",2010,985072,2,16893
"SRB",2011,1149102,2,17303
"SRB",2012,1240709,1,16841
"SRB",2013,1241352,1,18156
"SRB",2014,2187144,3,28944
"SRB",2015,2427047,3,31304
"SRB",2016,2486009,5,31958
"SRB",2017,2442731,7,29705
"SRB",2018,2262703,18,28160
"SRB",2019,2469081,13,30964
"SRB",2020,795228,8,12773
"SRB",2021,1276465,14,17412
"STP",1985,9500,,300
"STP",1986,9000,,300
"STP",1987,22000,,700
"STP",1988,22000,,700
"STP",1989,22300,,700
"STP",1990,22300,,700
"STP",1991,22300,,700
"STP",1992,22300,,700
"STP",1993,22300,,700
"STP",1994,22300,,700
"STP",1995,22300,,700
"STP",1996,23000,,700
"STP",1997,24600,,800
"STP",1998,24500,,800
"STP",1999,33500,,1100
"STP",2000,35054,0,1135
"STP",2001,35054,0,1135
"STP",2002,34496,0,1128
"STP",2003,35680,0,1170
"STP",2004,40076,0,1267
"STP",2005,43282,0,1310
"STP",2006,47585,0,1337
"STP",2007,50440,0,1426
"STP",2008,51921,0,1142
"STP",2009,50716,0,1143
"STP",2018,36660,1,466
"STP",2019,41933,1,468
"STP",2020,20703,1,366
"STP",2021,28019,1,524
"SUR",1976,50000,1,1400
"SUR",1977,53000,1,1400
"SUR",1978,120000,3,2800
"SUR",1979,146400,3,3100
"SUR",1980,144000,4,3100
"SUR",1981,144000,4,3100
"SUR",1982,107000,4,2600
"SUR",1983,106000,4,2600
"SUR",1984,117000,12,2800
"SUR",1985,108000,12,2800
"SUR",1986,89200,10,800
"SUR",1987,110400,12,700
"SUR",1988,135000,23,2200
"SUR",1989,132500,14,2100
"SUR",1990,132500,14,2100
"SUR",1991,150000,17,2700
"SUR",1992,123000,17,3000
"SUR",1993,96000,3,3600
"SUR",1994,148900,27,3100
"SUR",1995,161800,24,2600
"SUR",1996,194700,26,3800
"SUR",1997,278800,30,6200
"SUR",1998,277700,27,6300
"SUR",1999,307500,32,6800
"SUR",2000,232649,30,2169
"SUR",2001,202899,28,1920
"SUR",2002,191094,24,1714
"SUR",2003,258311,24,4402
"SUR",2004,289309,28,4620
"SUR",2005,315410,27,4851
"SUR",2006,306504,26,4908
"SUR",2007,324821,27,5022
"SUR",2008,329788,28,4900
"SUR",2009,303117,35,4560
"SUR",2010,214667,24,1925
"SUR",2011,204097,23,1915
"SUR",2012,240525,25,2418
"SUR",2013,255204,30,3420
"SUR",2014,269148,29,2796
"SUR",2015,259682,22,2995
"SUR",2016,280090,23,3309
"SUR",2017,284935,23,3385
"SUR",2018,272347,33,3225
"SUR",2019,236601,32,2668
"SUR",2020,221654,27,2743
"SUR",2021,20181,19,373
"SVK",1993,18300,,1800
"SVK",1994,22500,,1600
"SVK",1995,41100,0,2400
"SVK",1996,62600,0,3200
"SVK",1997,80700,0,3500
"SVK",1998,107300,0,5100
"SVK",1999,110600,0,5700
"SVK",2000,57095,0,2421
"SVK",2001,43113,0,1817
"SVK",2002,82821,1,4215
"SVK",2003,190182,1,6845
"SVK",2004,636276,1,12663
"SVK",2005,711939,0,13914
"SVK",2006,779759,0,14521
"SVK",2007,2679227,45,23997
"SVK",2008,2690428,46,24044
"SVK",2009,3440816,0,32020
"SVK",2010,74856,0,2702
"SVK",2011,34859,0,990
"SVK",2012,45111,0,1439
"SVK",2013,64008,0,1824
"SVK",2014,29032,,721
"SVK",2015,11098,,70
"SVK",2016,12928,,85
"SVK",2017,7925,,51
"SVK",2019,,0,
"SVK",2020,2669,,30
"SVK",2021,8900,,72
"SVN",1992,188400,2,3900
"SVN",1993,291200,3,6700
"SVN",1994,339600,3,6900
"SVN",1995,370700,4,7800
"SVN",1996,393000,4,8000
"SVN",1997,403800,4,8600
"SVN",1998,459900,3,9900
"SVN",1999,555500,4,10900
"SVN",2000,627907,4,12082
"SVN",2001,689635,4,13220
"SVN",2002,720513,5,14881
"SVN",2003,758392,4,16402
"SVN",2004,764991,3,17310
"SVN",2005,757651,3,18071
"SVN",2006,860735,2,19505
"SVN",2007,945420,4,23165
"SVN",2008,1103685,2,24477
"SVN",2009,953378,3,25478
"SVN",2010,979803,2,21840
"SVN",2011,972711,2,21370
"SVN",2012,816630,1,18141
"SVN",2013,857000,1,17212
"SVN",2014,916981,1,16557
"SVN",2015,1045409,1,17931
"SVN",2016,1009559,0,17825
"SVN",2017,1087075,1,18488
"SVN",2018,1094762,1,18444
"SVN",2019,869640,0,16717
"SVN",2020,78565,,3289
"SVN",2021,21037,,854
"SWZ",1973,14000,,600
"SWZ",1974,14000,,600
"SWZ",1975,14000,,600
"SWZ",1976,14000,,600
"SWZ",1977,15000,,700
"SWZ",1978,15500,0,700
"SWZ",1979,30000,0,500
"SWZ",1980,31000,0,600
"SWZ",1981,28800,0,1300
"SWZ",1982,24400,0,1000
"SWZ",1983,29000,0,1300
"SWZ",1984,34300,0,1500
"SWZ",1985,39400,0,1600
"SWZ",1986,45000,0,1900
"SWZ",1987,45700,0,1800
"SWZ",1988,47000,0,1400
"SWZ",1989,50700,0,1300
"SWZ",1990,52900,0,1400
"SWZ",1991,59300,0,1500
"SWZ",1992,57200,0,1900
"SWZ",1993,58400,0,1600
"SWZ",1994,64800,0,1800
"SWZ",1995,49300,0,2700
"SWZ",1996,54300,0,2700
"SWZ",1997,40700,0,2000
"SWZ",1998,40500,0,2000
"SWZ",1999,83000,0,2500
"SWZ",2000,89791,0,2586
"SWZ",2018,51633,0,2224
"SWZ",2019,52744,0,2270
"SWZ",2020,10647,0,561
"SWZ",2021,13338,0,811
"SYC",1976,12000,,2000
"SYC",1977,12000,,2000
"SYC",1978,12000,,2000
"SYC",1979,12000,,2000
"SYC",1980,15000,,2000
"SYC",1981,15000,,2000
"SYC",1982,65100,,6200
"SYC",1983,65100,,6200
"SYC",1984,113000,0,9800
"SYC",1985,185000,0,12500
"SYC",1986,195000,2,16200
"SYC",1987,223000,2,14800
"SYC",1988,227500,2,14700
"SYC",1989,179100,4,14900
"SYC",1990,242400,10,15800
"SYC",1991,242600,9,16300
"SYC",1992,239500,15,6000
"SYC",1993,289300,11,13600
"SYC",1994,297400,10,13400
"SYC",1995,314000,13,14000
"SYC",1996,373200,17,17200
"SYC",1997,384300,24,17900
"SYC",1998,368600,17,18900
"SYC",1999,347200,20,18500
"SYC",2000,393835,20,18966
"SYC",2001,419967,22,20249
"SYC",2002,518183,28,22449
"SYC",2003,413096,21,18647
"SYC",2004,461885,24,19281
"SYC",2005,498836,26,19581
"SYC",2006,545265,31,19526
"SYC",2007,574515,28,20727
"SYC",2008,586106,27,11896
"SYC",2009,564580,26,11238
"SYC",2010,412714,36,12989
"SYC",2011,393834,32,14202
"SYC",2012,235994,6,11262
"SYC",2013,344436,26,14592
"SYC",2014,407280,32,14556
"SYC",2015,497496,19,17124
"SYC",2016,567914,20,19178
"SYC",2017,633518,29,20539
"SYC",2018,455201,8,18671
"SYC",2019,414088,2,18704
"SYC",2020,149489,1,8477
"SYC",2021,137565,1,8802
"SYR",1973,184700,2,4500
"SYR",1974,284300,5,7600
"SYR",1975,370700,7,6800
"SYR",1976,448200,9,8300
"SYR",1977,410600,9,8800
"SYR",1978,494700,13,8600
"SYR",1979,433200,13,7900
"SYR",1980,465000,16,7600
"SYR",1981,515500,17,8900
"SYR",1982,466400,13,8400
"SYR",1983,486600,9,8200
"SYR",1984,464400,11,6800
"SYR",1985,475800,16,5500
"SYR",1986,458600,12,7000
"SYR",1987,390600,14,7300
"SYR",1988,341600,9,6500
"SYR",1989,456200,10,9600
"SYR",1990,613300,18,11200
"SYR",1991,661200,15,12900
"SYR",1992,551900,12,9700
"SYR",1993,485000,10,8400
"SYR",1994,472100,13,8800
"SYR",1995,563100,16,8900
"SYR",1996,598500,16,9000
"SYR",1997,694200,16,10700
"SYR",1998,685400,13,9100
"SYR",1999,668400,18,11200
"SYR",2000,750129,21,13959
"SYR",2001,760923,21,13580
"SYR",2002,926850,13,12975
"SYR",2003,907850,16,13953
"SYR",2004,1169646,20,16325
"SYR",2005,1239825,22,16815
"SYR",2006,1252102,16,17082
"SYR",2007,1371450,18,18909
"SYR",2008,1358473,14,18960
"SYR",2009,1342518,11,19229
"SYR",2010,1158366,5,12699
"SYR",2011,1433767,6,15455
"SYR",2012,907928,5,9670
"SYR",2013,475932,2,5424
"SYR",2014,475932,2,5424
"SYR",2015,17902,0,168
"SYR",2016,18117,0,170
"SYR",2017,17564,0,165
"SYR",2018,17897,0,168
"SYR",2019,18457,0,173
"SYR",2020,299469,2,2659
"SYR",2021,672219,3,5705
"TCD",1973,55100,9,4000
"TCD",1974,59500,12,3800
"TCD",1975,65500,12,4000
"TCD",1976,72400,14,4200
"TCD",1977,79400,14,4200
"TCD",1978,90200,16,4300
"TCD",1979,96300,18,4400
"TCD",1980,106100,19,4500
"TCD",1981,80100,21,2400
"TCD",1982,82800,21,2600
"TCD",1983,84500,19,2600
"TCD",1984,87700,18,2000
"TCD",1985,93500,19,2100
"TCD",1986,104500,16,2100
"TCD",1987,86600,16,1600
"TCD",1988,86400,16,1700
"TCD",1989,91100,18,1700
"TCD",1990,93300,18,1200
"TCD",1991,83400,16,1800
"TCD",1992,83400,,1700
"TCD",1993,85200,,1900
"TCD",1994,86300,,1900
"TCD",1995,92100,,2000
"TCD",1996,93100,,2100
"TCD",1997,93000,,1800
"TCD",1998,98000,,1800
"TCD",1999,83900,,1500
"TCD",2000,77273,,1518
"TCD",2001,46364,,716
"TCD",2010,48519,0,700
"TCD",2011,74654,1,984
"TCD",2012,52042,1,664
"TCD",2013,28080,0,72
"TCD",2014,28332,0,72
"TGO",1973,30000,8,1200
"TGO",1974,33800,11,1200
"TGO",1975,37900,12,1300
"TGO",1976,43600,13,1500
"TGO",1977,48900,13,1400
"TGO",1978,55700,15,1400
"TGO",1979,60800,17,1500
"TGO",1980,64600,18,1400
"TGO",1981,67600,21,1300
"TGO",1982,69800,21,1400
"TGO",1983,71000,19,1400
"TGO",1984,71700,17,1300
"TGO",1985,77500,18,1400
"TGO",1986,78400,16,1100
"TGO",1987,70100,16,1000
"TGO",1988,69700,16,1100
"TGO",1989,74000,18,1100
"TGO",1990,76300,18,500
"TGO",1991,66300,16,1200
"TGO",1992,66300,15,1100
"TGO",1993,68200,14,1300
"TGO",1994,69200,14,1300
"TGO",1995,74100,15,1300
"TGO",1996,75100,16,1500
"TGO",1997,85500,15,1500
"TGO",1998,90500,14,1500
"TGO",1999,83900,14,1500
"TGO",2000,77273,12,1518
"TGO",2001,46364,7,716
"TGO",2010,663013,53,8164
"TGO",2011,832351,53,10745
"TGO",2012,745782,54,10264
"TGO",2013,840948,32,11484
"TGO",2014,426344,41,10599
"TGO",2015,420875,7,9947
"TGO",2016,475185,8,10725
"TGO",2017,500686,9,10485
"TGO",2018,566295,11,11559
"TGO",2019,633629,15,11931
"TGO",2020,320806,10,6191
"TGO",2021,672184,18,11293
"THA",1973,1021000,29,26900
"THA",1974,1261000,59,28800
"THA",1975,1616500,102,29700
"THA",1976,1633800,122,29500
"THA",1977,1331500,105,28400
"THA",1978,1773800,134,29000
"THA",1979,2088900,176,30800
"THA",1980,2459000,239,32600
"THA",1981,2834600,268,34100
"THA",1982,3154900,307,36800
"THA",1983,3357000,328,40000
"THA",1984,3671300,399,44200
"THA",1985,4065900,420,47400
"THA",1986,4370000,464,49600
