"iso3c","year","passengers","freight","departures"
"BOL",2007,1744663,9,24089
"BOL",2008,1718196,9,21088
"BOL",2009,1537032,7,19011
"BOL",2010,1781340,11,37019
"BOL",2011,2125913,17,40751
"BOL",2012,2206070,12,41975
"BOL",2013,2027888,8,33467
"BOL",2014,3563044,9,51017
"BOL",2015,4115271,10,42682
"BOL",2016,3678739,9,45722
"BOL",2017,4053427,9,54102
"BOL",2018,4122113,14,56592
"BOL",2019,4066959,23,49931
"BOL",2020,2627202,18,31354
"BOL",2021,4311880,20,45832
"BRA",1973,5842400,317,173200
"BRA",1974,6855500,407,204800
"BRA",1975,7772900,460,209100
"BRA",1976,8799000,472,206100
"BRA",1977,9514400,499,194900
"BRA",1978,10621300,571,193000
"BRA",1979,11856900,570,211100
"BRA",1980,13008100,588,232500
"BRA",1981,12594600,645,236900
"BRA",1982,13168300,735,240200
"BRA",1983,12605900,692,259900
"BRA",1984,12948400,832,337100
"BRA",1985,13402900,909,335100
"BRA",1986,17194700,1014,367900
"BRA",1987,17068600,1014,386200
"BRA",1988,17010900,976,401900
"BRA",1989,19410800,1148,398700
"BRA",1990,19149600,1082,415900
"BRA",1991,19153100,1005,457700
"BRA",1992,16388500,1143,405500
"BRA",1993,16535600,1284,400100
"BRA",1994,17898600,1468,408300
"BRA",1995,20196100,1582,453500
"BRA",1996,22011500,1645,483600
"BRA",1997,24307000,1790,568600
"BRA",1998,28091100,1643,609900
"BRA",1999,28205300,1463,692600
"BRA",2000,31287784,1728,628081
"BRA",2001,34285574,1467,654106
"BRA",2002,35889538,1540,627878
"BRA",2003,32372040,1478,486777
"BRA",2004,35263795,1499,486025
"BRA",2005,37661733,1531,514700
"BRA",2006,40945038,1412,560838
"BRA",2007,45286990,1478,649738
"BRA",2008,58763225,1807,647753
"BRA",2009,67945578,1782,752225
"BRA",2010,74627064,1302,841793
"BRA",2011,87860363,1294,970561
"BRA",2012,94752568,1363,1002565
"BRA",2013,95591641,1637,952307
"BRA",2014,100403628,1597,937437
"BRA",2015,102039359,1494,944557
"BRA",2016,94142377,1514,826943
"BRA",2017,96395709,1737,803846
"BRA",2018,102109977,1846,832683
"BRA",2019,102917546,1521,814301
"BRA",2020,45405756,1210,393769
"BRA",2021,61896523,1294,529115
"BRB",1973,23700,,400
"BRB",1974,25600,,300
"BRB",1975,32600,,400
"BRB",1976,33700,,500
"BRB",1977,42300,0,600
"BRB",1978,50200,1,600
"BRB",1979,53900,1,600
"BRB",1980,45500,0,300
"BRB",1981,60800,0,400
"BRB",1982,43800,1,300
"BRB",1983,34500,,300
"BRB",1984,55000,0,300
"BRB",1985,32400,3,500
"BRB",1986,52400,4,1400
"BRB",1987,17000,3,1100
"BRB",1988,0,0,700
"BRB",1989,0,0,700
"BRB",1990,0,0,700
"BRB",1991,0,0,700
"BRN",1984,184400,5,3500
"BRN",1985,198900,4,3700
"BRN",1986,206600,4,3600
"BRN",1987,247000,5,3400
"BRN",1988,279000,6,3500
"BRN",1989,300000,9,3600
"BRN",1990,307000,10,4400
"BRN",1991,307000,22,4400
"BRN",1992,410000,30,5100
"BRN",1993,604100,65,6700
"BRN",1994,769400,94,9600
"BRN",1995,916200,110,11800
"BRN",1996,856900,108,12200
"BRN",1997,876800,120,13600
"BRN",1998,876800,120,13600
"BRN",1999,808000,149,16200
"BRN",2000,863547,140,12739
"BRN",2001,1007542,126,12237
"BRN",2002,1035795,161,11953
"BRN",2003,956133,149,11812
"BRN",2004,1079578,131,13322
"BRN",2005,977516,134,11808
"BRN",2006,1041478,130,12381
"BRN",2007,1017028,116,12128
"BRN",2008,1075754,104,13071
"BRN",2009,999375,90,12274
"BRN",2010,1263270,149,12333
"BRN",2011,1312935,150,11672
"BRN",2012,1044170,128,10374
"BRN",2013,1139784,128,10920
"BRN",2014,1061148,115,10392
"BRN",2015,1150003,115,11624
"BRN",2016,1168609,124,11058
"BRN",2017,1172201,133,10743
"BRN",2018,1234455,129,11310
"BRN",2019,1421313,122,14091
"BRN",2020,280622,40,4233
"BRN",2021,27881,23,1186
"BTN",1988,8000,,600
"BTN",1989,8000,,600
"BTN",1990,8000,,600
"BTN",1991,8000,,600
"BTN",1992,8700,,600
"BTN",1993,8700,,600
"BTN",1994,8700,,600
"BTN",1995,29700,,900
"BTN",1996,35000,,900
"BTN",1997,36100,,1000
"BTN",1998,36100,,1000
"BTN",1999,30700,,1100
"BTN",2000,34425,0,1138
"BTN",2001,35114,0,1297
"BTN",2002,40859,0,1948
"BTN",2003,36365,0,1890
"BTN",2004,45456,0,2306
"BTN",2005,49092,0,2467
"BTN",2006,51056,0,2566
"BTN",2007,53609,0,2720
"BTN",2008,52805,0,2772
"BTN",2009,49056,0,2706
"BTN",2010,181537,0,3053
"BTN",2011,226153,0,4146
"BTN",2012,193405,0,3553
"BTN",2013,207996,1,5820
"BTN",2014,302160,1,8772
"BTN",2015,162864,1,4640
"BTN",2016,224101,1,6065
"BTN",2017,254643,1,4215
"BTN",2018,275849,1,5187
"BTN",2019,276092,0,5067
"BTN",2020,48825,1,1311
"BTN",2021,22380,0,696
"BWA",1979,10400,,1600
"BWA",1980,39000,,2700
"BWA",1981,50000,,2600
"BWA",1982,46700,0,2600
"BWA",1983,50300,0,2600
"BWA",1984,54500,0,2800
"BWA",1985,58900,0,3500
"BWA",1986,54000,0,3300
"BWA",1987,60100,0,4300
"BWA",1988,57700,0,4600
"BWA",1989,82100,0,4900
"BWA",1990,101300,3,5800
"BWA",1991,102300,0,6700
"BWA",1992,111200,1,6300
"BWA",1993,122600,1,3800
"BWA",1994,100500,0,3600
"BWA",1995,99900,0,4000
"BWA",1996,104000,0,4200
"BWA",1997,116400,0,4900
"BWA",1998,123700,0,5400
"BWA",1999,144100,0,5900
"BWA",2000,163909,0,6703
"BWA",2001,169526,0,7138
"BWA",2002,179041,0,7304
"BWA",2003,188842,0,7214
"BWA",2004,212951,0,7885
"BWA",2005,229987,0,8181
"BWA",2006,213587,0,6905
"BWA",2007,227624,,7366
"BWA",2008,236182,,6105
"BWA",2009,233515,0,6142
"BWA",2010,290195,0,7681
"BWA",2011,415864,0,7910
"BWA",2012,415130,0,8422
"BWA",2013,270996,0,9396
"BWA",2014,205992,0,8304
"BWA",2015,226549,,7741
"BWA",2016,254396,,7933
"BWA",2017,223673,0,7002
"BWA",2018,253417,0,6774
"BWA",2019,254439,1,6533
"BWA",2021,172017,0,2593
"CAF",1973,74100,8,3400
"CAF",1974,79500,11,3400
"CAF",1975,88000,12,3700
"CAF",1976,98400,13,3900
"CAF",1977,103400,13,3800
"CAF",1978,117200,15,4100
"CAF",1979,122300,17,4200
"CAF",1980,136100,18,4300
"CAF",1981,129100,21,4000
"CAF",1982,112300,21,4200
"CAF",1983,114400,19,4100
"CAF",1984,117700,18,4200
"CAF",1985,123500,18,4300
"CAF",1986,128400,17,4300
"CAF",1987,122100,16,4300
"CAF",1988,123700,16,4400
"CAF",1989,128000,18,4400
"CAF",1990,130300,18,3800
"CAF",1991,120300,16,4500
"CAF",1992,66300,,1100
"CAF",1993,68200,,1300
"CAF",1994,69200,,1300
"CAF",1995,74100,,1300
"CAF",1996,75100,,1500
"CAF",1997,85500,,1500
"CAF",1998,90500,,1500
"CAF",1999,83900,,1500
"CAF",2000,77273,,1518
"CAF",2001,46364,,716
"CAN",1973,14626800,484,348900
"CAN",1974,16367500,520,371900
"CAN",1975,16712900,534,363800
"CAN",1976,16833100,568,352900
"CAN",1977,17466400,550,348000
"CAN",1978,18472000,609,349200
"CAN",1979,20846400,670,357700
"CAN",1980,22453000,689,382000
"CAN",1981,22097100,713,383600
"CAN",1982,19653800,747,344000
"CAN",1983,18107900,826,325300
"CAN",1984,19382600,967,343600
"CAN",1985,19688400,990,351900
"CAN",1986,20378500,977,343000
"CAN",1987,19946500,1007,333800
"CAN",1988,22379400,1171,380900
"CAN",1989,21273800,1311,370200
"CAN",1990,20601400,1385,346800
"CAN",1991,16586500,1241,257800
"CAN",1992,16818300,1250,258700
"CAN",1993,17516500,1369,243700
"CAN",1994,18104800,1479,253500
"CAN",1995,20291100,1637,282800
"CAN",1996,22856000,1781,305800
"CAN",1997,23981500,1956,310800
"CAN",1998,24653300,1806,317800
"CAN",1999,24602000,1882,319600
"CAN",2000,41767974,1896,963468
"CAN",2001,40451914,1710,982013
"CAN",2002,23323029,1578,263906
"CAN",2003,35884417,1496,1036092
"CAN",2004,40701307,1657,988755
"CAN",2005,45229860,1527,1018480
"CAN",2006,46726978,1503,1042100
"CAN",2007,52103547,1430,1188947
"CAN",2008,53718757,1389,1200361
"CAN",2009,52583516,1347,1198381
"CAN",2010,63277409,1957,1234529
"CAN",2011,66078012,1980,1245744
"CAN",2012,70467401,1960,1280198
"CAN",2013,71526726,1946,1263297
"CAN",2014,75528607,2084,1290419
"CAN",2015,80228302,2075,1322033
"CAN",2016,85406425,2246,1359442
"CAN",2017,91404001,2841,1443818
"CAN",2018,91504000,2482,1250460
"CAN",2019,93352000,3109,1215983
"CAN",2020,27620000,2306,511637
"CAN",2021,24951000,3240,571070
"CHE",1973,4514400,237,85700
"CHE",1974,4575000,272,87700
"CHE",1975,4691800,286,89500
"CHE",1976,5084900,321,89300
"CHE",1977,5437100,351,90500
"CHE",1978,5686800,402,93600
"CHE",1979,5887400,407,95300
"CHE",1980,5930100,422,97700
"CHE",1981,6220600,453,95900
"CHE",1982,6252200,461,109200
"CHE",1983,6266800,540,111400
"CHE",1984,6254500,634,111600
"CHE",1985,6506200,637,115800
"CHE",1986,6707800,674,122200
"CHE",1987,7213900,734,122700
"CHE",1988,7483500,814,132000
"CHE",1989,8229500,889,145900
"CHE",1990,8603400,928,152100
"CHE",1991,7973600,945,150800
"CHE",1992,8255700,1064,157600
"CHE",1993,9152000,1247,168900
"CHE",1994,9338200,1408,174900
"CHE",1995,9859000,1510,191200
"CHE",1996,10468300,1511,218200
"CHE",1997,12481600,1830,220800
"CHE",1998,14298900,1963,250300
"CHE",1999,16209000,1877,276300
"CHE",2000,17268093,1972,289031
"CHE",2001,16914823,1642,284899
"CHE",2002,13295500,1028,242800
"CHE",2003,10118096,1248,189121
"CHE",2004,9287315,1090,144703
"CHE",2005,9662619,1110,134839
"CHE",2006,10647142,1039,125126
"CHE",2007,12298456,1105,139124
"CHE",2008,14352757,1182,158788
"CHE",2009,14701206,1058,168280
"CHE",2010,22146864,1282,224807
"CHE",2011,24866065,1355,244994
"CHE",2012,26386307,1371,257233
"CHE",2013,27503416,1444,266128
"CHE",2014,27923164,1509,263267
"CHE",2015,27011762,1409,250094
"CHE",2016,25859918,1533,229530
"CHE",2017,26732570,1581,216436
"CHE",2018,28857994,1841,219782
"CHE",2019,30339654,1641,225755
"CHE",2020,9009607,843,81283
"CHE",2021,10988881,1231,96370
"CHL",1973,636200,47,21200
"CHL",1974,505200,55,21500
"CHL",1975,509700,57,16600
"CHL",1976,489900,76,14300
"CHL",1977,589400,105,14800
"CHL",1978,552700,102,14100
"CHL",1979,558900,85,12500
"CHL",1980,668800,145,13700
"CHL",1981,885700,153,18300
"CHL",1982,822400,142,20700
"CHL",1983,651900,120,19200
"CHL",1984,730800,105,20100
"CHL",1985,825200,114,25300
"CHL",1986,875200,137,26300
"CHL",1987,992400,186,29000
"CHL",1988,1144100,243,35300
"CHL",1989,1263800,330,36000
"CHL",1990,1363600,418,40100
"CHL",1991,1405900,429,36600
"CHL",1992,1905800,529,48200
"CHL",1993,2360000,616,58600
"CHL",1994,2961700,652,68800
"CHL",1995,3197200,775,77800
"CHL",1996,3621900,806,93700
"CHL",1997,4610000,1071,109300
"CHL",1998,5149800,1246,119100
"CHL",1999,5187700,1139,92500
"CHL",2000,5174876,1312,87945
"CHL",2001,5315623,1277,82942
"CHL",2002,4986727,1098,78187
"CHL",2003,5246787,1130,82789
"CHL",2004,5463753,1094,86140
"CHL",2005,5939020,1054,93003
"CHL",2006,6016649,1028,94770
"CHL",2007,7190963,1295,101008
"CHL",2008,8021939,1308,108565
"CHL",2009,8097314,1179,97473
"CHL",2010,9269026,1400,108840
"CHL",2011,10949863,1422,123739
"CHL",2012,12892856,1527,125120
"CHL",2013,13806283,1512,127631
"CHL",2014,14347893,1553,124480
"CHL",2015,15006762,1392,116532
"CHL",2016,16362437,1441,116238
"CHL",2017,17664974,1238,124316
"CHL",2018,19517185,1226,134661
"CHL",2019,21197759,1232,143964
"CHL",2020,8019753,1458,72839
"CHL",2021,10302876,1284,95001
"CHN",1974,710000,29,21200
"CHN",1975,1000000,46,26600
"CHN",1976,1050000,49,27700
"CHN",1977,1110000,60,28800
"CHN",1978,1540000,86,34000
"CHN",1979,2519000,123,63000
"CHN",1980,2568000,121,51000
"CHN",1981,3236000,155,57300
"CHN",1982,3942000,184,69800
"CHN",1983,3836000,216,74000
"CHN",1984,5000000,302,92500
"CHN",1985,7300000,403,102200
"CHN",1986,10000000,468,127900
"CHN",1987,12500000,648,159700
"CHN",1988,17000000,732,176900
"CHN",1989,11080000,683,159200
"CHN",1990,16596100,818,196000
"CHN",1991,19520000,1010,190300
"CHN",1992,27345000,1316,200300
"CHN",1993,31312500,1547,261600
"CHN",1994,37601000,1717,325900
"CHN",1995,47564500,1501,397600
"CHN",1996,51770100,1689,493000
"CHN",1997,52277000,2084,470200
"CHN",1998,53234000,2474,510500
"CHN",1999,55853100,3295,547800
"CHN",2000,61891807,3900,572921
"CHN",2001,72660653,4232,840911
"CHN",2002,83671798,5014,932064
"CHN",2003,86040642,5651,946354
"CHN",2004,119789024,7024,1209900
"CHN",2005,136721623,7579,1349269
"CHN",2006,158013351,7692,1542564
"CHN",2007,183613132,11190,1753550
"CHN",2008,191001220,11386,1853088
"CHN",2009,229062099,11976,2140124
"CHN",2010,266293020,17194,2377789
"CHN",2011,292160158,16765,2538667
"CHN",2012,318475924,15569,2779741
"CHN",2013,352795296,16054,3073450
"CHN",2014,390878784,17823,3356756
"CHN",2015,436183969,19806,3616026
"CHN",2016,487960477,21305,3952098
"CHN",2017,551234509,23324,4359033
"CHN",2018,611439830,25256,4692008
"CHN",2019,659629070,25395,4963752
"CHN",2020,417255845,19264,3667920
"CHN",2021,440301216,20961,3906386
"CIV",1973,51600,8,4000
"CIV",1974,56500,11,4000
"CIV",1975,95000,12,4600
"CIV",1976,113700,13,4900
"CIV",1977,120400,13,4900
"CIV",1978,132200,15,5100
"CIV",1979,137300,17,5200
"CIV",1980,151100,18,5600
"CIV",1981,379100,21,10300
"CIV",1982,382300,21,10400
"CIV",1983,388500,19,10400
"CIV",1984,397700,18,10700
"CIV",1985,182700,18,6100
"CIV",1986,184900,17,6100
"CIV",1987,183400,16,6700
"CIV",1988,190700,16,7100
"CIV",1989,218200,18,5600
"CIV",1990,200200,18,5400
"CIV",1991,177700,16,4900
"CIV",1992,195100,15,5000
"CIV",1993,186200,14,4600
"CIV",1994,156900,14,4300
"CIV",1995,174700,15,4400
"CIV",1996,178700,16,4600
"CIV",1997,157600,15,3500
"CIV",1998,162400,14,3500
"CIV",1999,259600,14,6300
"CIV",2000,107979,12,2342
"CIV",2001,46364,7,716
"CIV",2010,516085,15,5604
"CIV",2011,89792,3,907
"CIV",2012,39485,0,415
"CIV",2013,234996,5,3912
"CIV",2014,237120,5,4032
"CIV",2015,642893,1,9068
"CIV",2016,667062,1,9463
"CIV",2017,808471,5,14884
"CIV",2018,825257,4,14666
"CIV",2019,748540,9,16616
"CIV",2020,322841,4,8030
"CIV",2021,569309,4,11812
"CMR",1973,211300,7,4000
"CMR",1974,228200,8,0
"CMR",1975,239000,8,3700
"CMR",1976,296900,6,0
"CMR",1977,346700,6,7200
"CMR",1978,392700,8,6500
"CMR",1979,402500,8,10000
"CMR",1980,480000,28,8300
"CMR",1981,485500,31,8400
"CMR",1982,634000,46,8500
"CMR",1983,631000,44,8200
"CMR",1984,676500,56,8100
"CMR",1985,718000,57,8200
"CMR",1986,536100,35,6100
"CMR",1987,561000,37,6200
"CMR",1988,582000,38,6200
"CMR",1989,403400,19,9700
"CMR",1990,284200,13,7100
"CMR",1991,356600,10,7000
"CMR",1992,363100,9,4100
"CMR",1993,274800,22,4100
"CMR",1994,295000,25,4200
"CMR",1995,345000,39,3800
"CMR",1996,361800,42,3800
"CMR",1997,279000,34,6500
"CMR",1998,277900,52,6600
"CMR",1999,292600,46,5400
"CMR",2000,273000,42,5580
"CMR",2001,324114,37,10103
"CMR",2002,243122,43,4720
"CMR",2003,315100,20,9524
"CMR",2004,355610,23,10337
"CMR",2005,384059,24,10696
"CMR",2006,424794,29,10925
"CMR",2007,453051,26,11650
"CMR",2008,470598,26,9471
"CMR",2009,466050,23,9501
"CMR",2010,0,0,0
"CMR",2011,171007,0,3036
"CMR",2012,248027,0,4938
"CMR",2013,287208,0,5640
"CMR",2014,275760,,5640
"CMR",2015,267208,,5499
"CMR",2016,343592,,8212
"CMR",2017,236000,,5640
"CMR",2018,265136,0,5550
"CMR",2019,83882,0,2336
"CMR",2020,40884,0,1169
"CMR",2021,177992,0,5017
"COD",1973,363700,25,8900
"COD",1974,464100,34,12000
"COD",1975,445000,45,19200
"COD",1976,462800,54,18600
"COD",1977,488100,42,15800
"COD",1978,569900,38,14100
"COD",1979,577700,42,13600
"COD",1980,439200,34,11800
"COD",1981,492600,38,12200
"COD",1982,377700,31,9200
"COD",1983,330700,29,7400
"COD",1984,338000,32,7600
"COD",1985,131500,30,3900
"COD",1986,168900,31,5000
"COD",1987,200800,52,5200
"COD",1988,216200,55,4500
"COD",1989,202600,60,4800
"COD",1990,206700,57,5100
"COD",1991,150400,33,3500
"COD",1992,116400,28,3000
"COD",1993,83700,22,2600
"COD",1994,177600,43,3900
"COD",2001,95200,7,5200
"COD",2010,210913,0,1945
"COD",2011,252408,0,2295
"COD",2012,471536,0,4781
"COD",2013,456000,0,11448
"COD",2014,456228,0,11580
"COD",2015,476353,0,12476
"COD",2016,416033,0,11513
"COD",2017,959738,0,18757
"COD",2018,587653,1,8271
"COD",2019,550458,1,7532
"COD",2020,277588,1,3788
"COD",2021,392102,1,4874
"COG",1973,58600,8,3600
"COG",1974,63500,11,3600
"COG",1975,69000,12,3800
"COG",1976,77400,14,4000
"COG",1977,85400,13,4000
"COG",1978,102200,15,4300
"COG",1979,113300,18,4400
"COG",1980,117100,18,4300
"COG",1981,154100,21,5300
"COG",1982,158300,22,5600
"COG",1983,216900,20,6100
"COG",1984,227700,19,6000
"COG",1985,248500,20,6400
"COG",1986,248400,18,6700
"COG",1987,220100,17,4400
"COG",1988,219700,16,4500
"COG",1989,233800,19,4700
"COG",1990,238900,18,4100
"COG",1991,228900,17,4800
"COG",1992,228900,16,4700
"COG",1993,230800,15,4900
"COG",1994,231800,15,4900
"COG",1995,266900,16,6300
"COG",1996,252900,17,5400
"COG",1997,244500,16,10200
"COG",1998,240900,14,10300
"COG",1999,132200,14,6000
"COG",2000,127541,12,6257
"COG",2001,95188,7,5235
"COG",2002,46967,0,4505
"COG",2003,52268,0,4783
"COG",2010,341640,2,3755
"COG",2011,438178,1,4817
"COG",2012,703966,2,7011
"COG",2013,652452,2,12132
"COG",2014,553944,2,10380
"COG",2015,657927,4,11462
"COG",2016,577780,5,10604
"COG",2017,333899,5,8439
"COG",2018,508979,5,4976
"COG",2019,541787,4,4991
"COG",2020,79620,,1090
"COG",2021,157784,,1929
"COK",2014,87300,0,6096
"COK",2015,87125,0,6285
"COK",2016,91830,0,6304
"COK",2017,87606,0,5238
"COK",2018,87606,0,5238
"COL",1973,3147300,104,103300
"COL",1974,3118000,120,75700
"COL",1975,3376100,122,70300
"COL",1976,3730000,150,69200
"COL",1977,4117300,172,63500
"COL",1978,4747100,206,69300
"COL",1979,5052400,183,70100
"COL",1980,4808200,147,65500
"COL",1981,4570100,204,69400
"COL",1982,6701500,307,157900
"COL",1983,6583900,292,158800
"COL",1984,5737400,381,133300
"COL",1985,5737300,376,124100
"COL",1986,5731300,392,123900
"COL",1987,5598500,398,118200
"COL",1988,5460000,403,118600
"COL",1989,5565100,395,127000
"COL",1990,5266700,464,116900
"COL",1991,5539900,526,124500
"COL",1992,6232100,528,147100
"COL",1993,6930200,492,167200
"COL",1994,7686500,566,181500
"COL",1995,7863300,498,193700
"COL",1996,8342100,311,195200
"COL",1997,9188900,812,224800
"COL",1998,9289700,790,234700
"COL",1999,8619200,637,208600
"COL",2000,8568734,601,199370
"COL",2001,9604390,611,190465
"COL",2002,9424850,539,179994
"COL",2003,9142585,646,171933
"COL",2004,8829094,1114,153204
"COL",2005,9984424,1092,162095
"COL",2006,10616356,1051,175006
"COL",2007,11630594,1070,185872
"COL",2008,12338706,1100,187382
"COL",2009,12115330,2420,196298
"COL",2010,16932435,955,226094
"COL",2011,18768535,968,237571
"COL",2012,22012459,918,254060
"COL",2013,26929238,1222,304366
"COL",2014,28675159,1315,349864
"COL",2015,30909723,1317,368947
"COL",2016,32262658,1143,366188
"COL",2017,32504898,1274,355039
"COL",2018,33704037,1350,358874
"COL",2019,37031843,1548,371985
"COL",2020,12273940,1497,139029
"COL",2021,26167360,1605,273874
"COM",1984,27000,,1100
"COM",1985,32800,0,1200
"COM",1986,25900,,1000
"COM",1987,25900,,1000
"COM",1988,25900,,1000
"COM",1989,26000,,1000
"COM",1990,26000,,1000
"COM",1991,26000,,1000
"COM",1992,26000,,1000
"COM",1993,26000,,1000
"COM",1994,26000,,1000
"COM",1995,27300,,1100
"COM",1996,27300,,1100
"CPV",1976,53000,0,1500
"CPV",1977,55000,0,1500
"CPV",1978,60000,0,1500
"CPV",1979,65000,0,1500
"CPV",1980,75000,0,1600
"CPV",1981,103100,0,2400
"CPV",1982,104000,0,4800
"CPV",1983,122200,0,7300
"CPV",1984,127000,0,7600
"CPV",1985,128200,0,8100
"CPV",1986,150000,0,6100
"CPV",1987,174000,0,6700
"CPV",1988,176200,0,6700
"CPV",1989,176700,0,6700
"CPV",1990,176900,1,6700
"CPV",1991,96000,1,6600
"CPV",1992,100000,1,6800
"CPV",1993,100000,1,6800
"CPV",1994,118300,1,6800
"CPV",1995,124200,1,7100
"CPV",1996,129200,1,7400
"CPV",1997,237000,1,14600
"CPV",1998,236100,0,14800
"CPV",1999,252300,1,12100
"CPV",2000,263547,1,13010
"CPV",2001,242799,0,8745
"CPV",2002,236577,0,8735
"CPV",2003,252751,0,9434
"CPV",2004,560000,1,16612
"CPV",2005,690000,2,19905
"CPV",2006,753511,2,19862
"CPV",2007,793153,2,21086
"CPV",2008,807957,2,12236
"CPV",2009,776469,1,11560
"CPV",2010,570553,2,10363
"CPV",2011,620395,2,10658
"CPV",2012,597983,2,10555
"CPV",2013,600000,2,8148
"CPV",2014,590304,2,7728
"CPV",2015,548908,,7989
"CPV",2016,565810,,8745
"CPV",2017,336718,,4868
"CPV",2018,561944,0,9385
"CPV",2019,675482,0,10205
"CPV",2020,226646,0,4248
"CPV",2021,76354,0,1625
"CRI",1973,314400,8,12100
"CRI",1974,374300,9,12300
"CRI",1975,371800,9,11800
"CRI",1976,390500,13,12000
"CRI",1977,326800,18,10100
"CRI",1978,321300,19,9300
"CRI",1979,366000,22,9400
"CRI",1980,431200,22,13800
"CRI",1981,427600,21,12700
"CRI",1982,458600,22,12600
"CRI",1983,379600,21,11700
"CRI",1984,322500,24,12400
"CRI",1985,310000,25,8500
"CRI",1986,334700,25,8400
"CRI",1987,347600,30,9200
"CRI",1988,400600,33,10800
"CRI",1989,440800,33,11400
"CRI",1990,467000,39,12500
"CRI",1991,507600,36,13300
"CRI",1992,622800,36,15100
"CRI",1993,690300,38,16900
"CRI",1994,773200,43,18300
"CRI",1995,870400,44,26900
"CRI",1996,917900,45,20800
"CRI",1997,991500,54,24300
"CRI",1998,1169500,90,36900
"CRI",1999,1055300,85,32000
"CRI",2000,877833,79,24297
"CRI",2001,737895,23,32270
"CRI",2002,675146,13,32605
"CRI",2003,749885,10,31219
"CRI",2004,901402,10,33517
"CRI",2005,953217,10,36045
"CRI",2006,943143,10,36170
"CRI",2007,1017054,10,37284
"CRI",2008,1023665,11,36786
"CRI",2009,932581,9,33285
"CRI",2010,1697894,16,41601
"CRI",2011,1829515,17,43354
"CRI",2012,1770111,16,40081
"CRI",2013,1498996,14,42831
"CRI",2014,1427414,12,50239
"CRI",2015,1525922,9,41544
"CRI",2016,1572605,6,46405
"CRI",2017,1822880,11,48971
"CRI",2018,1950049,11,40014
"CRI",2019,2033146,11,44878
"CRI",2020,455831,2,11697
"CRI",2021,669298,2,19350
"CUB",1973,805500,12,17400
"CUB",1974,689200,10,15200
"CUB",1975,711100,14,15800
"CUB",1976,716600,12,17100
"CUB",1977,634800,9,13300
"CUB",1978,725500,10,17100
"CUB",1979,819400,12,17500
"CUB",1980,675600,10,17200
"CUB",1981,650700,12,15900
"CUB",1982,135000,13,18000
"CUB",1983,839400,16,20300
"CUB",1984,839100,16,17100
"CUB",1985,894400,17,16000
"CUB",1986,913200,22,18700
"CUB",1987,889000,26,19400
"CUB",1988,963900,28,17600
"CUB",1989,989800,22,18900
"CUB",1990,1137500,19,19400
"CUB",1991,830600,18,12000
"CUB",1992,733000,22,9900
"CUB",1993,624100,24,8600
"CUB",1994,730900,30,12500
"CUB",1995,823700,33,12800
"CUB",1996,928700,44,14400
"CUB",1997,1117000,56,16800
"CUB",1998,1138400,73,19700
"CUB",1999,1259000,63,15700
"CUB",2000,1007193,49,12264
"CUB",2001,882309,54,11728
"CUB",2002,588700,40,9773
"CUB",2003,610957,41,8998
"CUB",2004,743256,32,10937
"CUB",2005,812781,31,11484
"CUB",2006,811559,30,11533
"CUB",2007,857213,31,11874
"CUB",2008,861352,32,11686
"CUB",2009,780484,27,10653
"CUB",2010,1578012,0,21235
"CUB",2011,1478596,18,18303
"CUB",2012,1313503,17,15870
"CUB",2013,1395072,17,23292
"CUB",2014,1135200,17,15468
"CUB",2015,1294458,21,17592
"CUB",2016,1333078,26,20058
"CUB",2017,942785,48,13144
"CUB",2018,563540,18,8830
