"year","temp","x5","x95","series"
1995,0.65,0.46,0.79,"reconstructed"
1994,0.64,0.46,0.77,"reconstructed"
1993,0.62,0.45,0.76,"reconstructed"
1992,0.61,0.45,0.74,"reconstructed"
1991,0.59,0.44,0.71,"reconstructed"
1990,0.58,0.43,0.7,"reconstructed"
1989,0.56,0.41,0.68,"reconstructed"
1988,0.54,0.39,0.66,"reconstructed"
1987,0.52,0.38,0.64,"reconstructed"
1986,0.5,0.36,0.62,"reconstructed"
1985,0.48,0.34,0.6,"reconstructed"
1984,0.46,0.33,0.58,"reconstructed"
1983,0.45,0.32,0.57,"reconstructed"
1982,0.43,0.31,0.56,"reconstructed"
1981,0.42,0.3,0.54,"reconstructed"
1980,0.41,0.29,0.53,"reconstructed"
1979,0.4,0.27,0.52,"reconstructed"
1978,0.38,0.26,0.51,"reconstructed"
1977,0.36,0.25,0.5,"reconstructed"
1976,0.35,0.24,0.48,"reconstructed"
1975,0.33,0.22,0.47,"reconstructed"
1974,0.32,0.21,0.46,"reconstructed"
1973,0.3,0.2,0.45,"reconstructed"
1972,0.3,0.19,0.44,"reconstructed"
1971,0.29,0.19,0.43,"reconstructed"
1970,0.29,0.18,0.43,"reconstructed"
1969,0.29,0.18,0.42,"reconstructed"
1968,0.29,0.17,0.42,"reconstructed"
1967,0.3,0.17,0.41,"reconstructed"
1966,0.3,0.17,0.42,"reconstructed"
1965,0.3,0.17,0.42,"reconstructed"
1964,0.31,0.17,0.42,"reconstructed"
1963,0.31,0.18,0.43,"reconstructed"
1962,0.32,0.18,0.43,"reconstructed"
1961,0.32,0.19,0.44,"reconstructed"
1960,0.33,0.2,0.45,"reconstructed"
1959,0.33,0.2,0.45,"reconstructed"
1958,0.34,0.21,0.46,"reconstructed"
1957,0.34,0.21,0.46,"reconstructed"
1956,0.34,0.21,0.46,"reconstructed"
1955,0.34,0.21,0.46,"reconstructed"
1954,0.34,0.2,0.45,"reconstructed"
1953,0.33,0.2,0.45,"reconstructed"
1952,0.33,0.2,0.45,"reconstructed"
1951,0.33,0.19,0.44,"reconstructed"
1950,0.33,0.19,0.44,"reconstructed"
1949,0.33,0.19,0.44,"reconstructed"
1948,0.33,0.18,0.43,"reconstructed"
1947,0.33,0.18,0.43,"reconstructed"
1946,0.33,0.18,0.43,"reconstructed"
1945,0.34,0.17,0.43,"reconstructed"
1944,0.34,0.17,0.43,"reconstructed"
1943,0.35,0.17,0.44,"reconstructed"
1942,0.35,0.17,0.44,"reconstructed"
1941,0.36,0.17,0.45,"reconstructed"
1940,0.35,0.17,0.45,"reconstructed"
1939,0.35,0.16,0.45,"reconstructed"
1938,0.34,0.16,0.45,"reconstructed"
1937,0.33,0.15,0.44,"reconstructed"
1936,0.31,0.14,0.43,"reconstructed"
1935,0.29,0.13,0.42,"reconstructed"
1934,0.28,0.12,0.4,"reconstructed"
1933,0.26,0.11,0.39,"reconstructed"
1932,0.24,0.09,0.37,"reconstructed"
1931,0.23,0.08,0.36,"reconstructed"
1930,0.22,0.07,0.34,"reconstructed"
1929,0.2,0.06,0.32,"reconstructed"
1928,0.19,0.05,0.31,"reconstructed"
1927,0.18,0.04,0.3,"reconstructed"
1926,0.17,0.03,0.28,"reconstructed"
1925,0.16,0.02,0.27,"reconstructed"
1924,0.15,0.01,0.26,"reconstructed"
1923,0.14,-0.01,0.25,"reconstructed"
1922,0.12,-0.02,0.23,"reconstructed"
1921,0.11,-0.03,0.22,"reconstructed"
1920,0.09,-0.04,0.21,"reconstructed"
1919,0.08,-0.06,0.19,"reconstructed"
1918,0.06,-0.07,0.18,"reconstructed"
1917,0.05,-0.09,0.17,"reconstructed"
1916,0.03,-0.1,0.15,"reconstructed"
1915,0.02,-0.12,0.14,"reconstructed"
1914,0.01,-0.13,0.13,"reconstructed"
1913,0,-0.14,0.11,"reconstructed"
1912,-0.01,-0.15,0.1,"reconstructed"
1911,-0.02,-0.17,0.1,"reconstructed"
1910,-0.02,-0.17,0.09,"reconstructed"
1909,-0.01,-0.18,0.09,"reconstructed"
1908,-0.01,-0.19,0.09,"reconstructed"
1907,-0.01,-0.19,0.09,"reconstructed"
1906,0,-0.19,0.1,"reconstructed"
1905,0.01,-0.18,0.11,"reconstructed"
1904,0.01,-0.18,0.12,"reconstructed"
1903,0.02,-0.17,0.13,"reconstructed"
1902,0.03,-0.16,0.14,"reconstructed"
1901,0.04,-0.15,0.15,"reconstructed"
1900,0.05,-0.15,0.15,"reconstructed"
1899,0.06,-0.14,0.16,"reconstructed"
1898,0.06,-0.13,0.16,"reconstructed"
1897,0.06,-0.13,0.16,"reconstructed"
1896,0.06,-0.12,0.16,"reconstructed"
1895,0.05,-0.12,0.15,"reconstructed"
1894,0.04,-0.12,0.15,"reconstructed"
1893,0.03,-0.13,0.14,"reconstructed"
1892,0.02,-0.13,0.14,"reconstructed"
1891,0.01,-0.13,0.13,"reconstructed"
1890,0.01,-0.14,0.12,"reconstructed"
1889,0,-0.15,0.12,"reconstructed"
1888,0,-0.15,0.11,"reconstructed"
1887,-0.01,-0.16,0.1,"reconstructed"
1886,-0.01,-0.17,0.1,"reconstructed"
1885,-0.01,-0.17,0.09,"reconstructed"
1884,-0.01,-0.17,0.09,"reconstructed"
1883,-0.01,-0.17,0.09,"reconstructed"
1882,0,-0.17,0.1,"reconstructed"
1881,0.01,-0.17,0.11,"reconstructed"
1880,0.02,-0.16,0.12,"reconstructed"
1879,0.02,-0.15,0.13,"reconstructed"
1878,0.03,-0.14,0.14,"reconstructed"
1877,0.03,-0.14,0.15,"reconstructed"
1876,0.03,-0.14,0.15,"reconstructed"
1875,0.03,-0.14,0.15,"reconstructed"
1874,0.03,-0.14,0.15,"reconstructed"
1873,0.02,-0.14,0.14,"reconstructed"
1872,0.02,-0.15,0.13,"reconstructed"
1871,0.01,-0.15,0.13,"reconstructed"
1870,0,-0.16,0.12,"reconstructed"
1869,-0.01,-0.17,0.11,"reconstructed"
1868,-0.02,-0.18,0.1,"reconstructed"
1867,-0.03,-0.19,0.1,"reconstructed"
1866,-0.03,-0.2,0.09,"reconstructed"
1865,-0.04,-0.21,0.09,"reconstructed"
1864,-0.05,-0.21,0.08,"reconstructed"
1863,-0.06,-0.22,0.08,"reconstructed"
1862,-0.06,-0.22,0.07,"reconstructed"
1861,-0.06,-0.22,0.07,"reconstructed"
1860,-0.06,-0.23,0.06,"reconstructed"
1859,-0.06,-0.23,0.06,"reconstructed"
1858,-0.06,-0.23,0.06,"reconstructed"
1857,-0.05,-0.23,0.06,"reconstructed"
1856,-0.05,-0.23,0.06,"reconstructed"
1855,-0.04,-0.23,0.07,"reconstructed"
1854,-0.04,-0.24,0.07,"reconstructed"
1853,-0.04,-0.24,0.08,"reconstructed"
1852,-0.04,-0.24,0.08,"reconstructed"
1851,-0.04,-0.24,0.08,"reconstructed"
1850,-0.04,-0.25,0.07,"reconstructed"
1849,-0.05,-0.26,0.06,"reconstructed"
1848,-0.07,-0.26,0.06,"reconstructed"
1847,-0.08,-0.27,0.05,"reconstructed"
1846,-0.09,-0.28,0.04,"reconstructed"
1845,-0.1,-0.28,0.04,"reconstructed"
1844,-0.11,-0.29,0.03,"reconstructed"
1843,-0.12,-0.29,0.02,"reconstructed"
1842,-0.13,-0.3,0.01,"reconstructed"
1841,-0.13,-0.31,0,"reconstructed"
1840,-0.14,-0.31,0,"reconstructed"
1839,-0.14,-0.31,-0.01,"reconstructed"
1838,-0.14,-0.32,-0.01,"reconstructed"
1837,-0.13,-0.31,-0.01,"reconstructed"
1836,-0.13,-0.31,0,"reconstructed"
1835,-0.12,-0.3,0.01,"reconstructed"
1834,-0.11,-0.29,0.02,"reconstructed"
1833,-0.09,-0.27,0.04,"reconstructed"
1832,-0.08,-0.25,0.05,"reconstructed"
1831,-0.06,-0.23,0.07,"reconstructed"
1830,-0.05,-0.21,0.08,"reconstructed"
1829,-0.04,-0.2,0.09,"reconstructed"
1828,-0.04,-0.19,0.1,"reconstructed"
1827,-0.03,-0.18,0.1,"reconstructed"
1826,-0.04,-0.18,0.1,"reconstructed"
1825,-0.04,-0.19,0.1,"reconstructed"
1824,-0.05,-0.2,0.09,"reconstructed"
1823,-0.07,-0.22,0.08,"reconstructed"
1822,-0.08,-0.23,0.07,"reconstructed"
1821,-0.1,-0.25,0.05,"reconstructed"
1820,-0.11,-0.27,0.03,"reconstructed"
1819,-0.13,-0.29,0.02,"reconstructed"
1818,-0.14,-0.31,0,"reconstructed"
1817,-0.15,-0.32,-0.01,"reconstructed"
1816,-0.15,-0.33,-0.02,"reconstructed"
1815,-0.15,-0.33,-0.02,"reconstructed"
1814,-0.15,-0.32,-0.02,"reconstructed"
1813,-0.14,-0.32,-0.01,"reconstructed"
1812,-0.13,-0.3,0,"reconstructed"
1811,-0.11,-0.28,0.02,"reconstructed"
1810,-0.09,-0.26,0.04,"reconstructed"
1809,-0.07,-0.23,0.06,"reconstructed"
1808,-0.05,-0.2,0.09,"reconstructed"
1807,-0.02,-0.17,0.11,"reconstructed"
1806,0,-0.15,0.13,"reconstructed"
1805,0.03,-0.13,0.15,"reconstructed"
1804,0.05,-0.11,0.17,"reconstructed"
1803,0.07,-0.1,0.18,"reconstructed"
1802,0.08,-0.09,0.19,"reconstructed"
1801,0.09,-0.09,0.2,"reconstructed"
1800,0.09,-0.09,0.2,"reconstructed"
1799,0.09,-0.09,0.2,"reconstructed"
1798,0.09,-0.1,0.2,"reconstructed"
1797,0.08,-0.1,0.2,"reconstructed"
1796,0.08,-0.11,0.19,"reconstructed"
1795,0.07,-0.12,0.19,"reconstructed"
1794,0.06,-0.13,0.19,"reconstructed"
1793,0.05,-0.13,0.18,"reconstructed"
1792,0.04,-0.14,0.18,"reconstructed"
1791,0.03,-0.15,0.17,"reconstructed"
1790,0.01,-0.16,0.16,"reconstructed"
1789,0,-0.17,0.15,"reconstructed"
1788,-0.01,-0.17,0.14,"reconstructed"
1787,-0.02,-0.18,0.13,"reconstructed"
1786,-0.03,-0.18,0.13,"reconstructed"
1785,-0.03,-0.18,0.12,"reconstructed"
1784,-0.03,-0.18,0.12,"reconstructed"
1783,-0.03,-0.19,0.12,"reconstructed"
1782,-0.03,-0.19,0.12,"reconstructed"
1781,-0.02,-0.19,0.13,"reconstructed"
1780,-0.02,-0.18,0.14,"reconstructed"
1779,-0.01,-0.18,0.14,"reconstructed"
1778,0,-0.17,0.15,"reconstructed"
1777,0.01,-0.17,0.16,"reconstructed"
1776,0.01,-0.16,0.17,"reconstructed"
1775,0.02,-0.16,0.17,"reconstructed"
1774,0.02,-0.15,0.18,"reconstructed"
1773,0.03,-0.15,0.18,"reconstructed"
1772,0.03,-0.15,0.19,"reconstructed"
1771,0.03,-0.15,0.18,"reconstructed"
1770,0.03,-0.15,0.18,"reconstructed"
1769,0.03,-0.15,0.18,"reconstructed"
1768,0.03,-0.15,0.18,"reconstructed"
1767,0.03,-0.15,0.18,"reconstructed"
1766,0.03,-0.15,0.19,"reconstructed"
1765,0.03,-0.15,0.19,"reconstructed"
1764,0.03,-0.15,0.19,"reconstructed"
1763,0.03,-0.15,0.19,"reconstructed"
1762,0.03,-0.16,0.19,"reconstructed"
1761,0.02,-0.16,0.19,"reconstructed"
1760,0.02,-0.16,0.19,"reconstructed"
1759,0.01,-0.16,0.18,"reconstructed"
1758,0.01,-0.17,0.18,"reconstructed"
1757,0,-0.17,0.18,"reconstructed"
1756,-0.01,-0.18,0.18,"reconstructed"
1755,-0.01,-0.2,0.17,"reconstructed"
1754,-0.02,-0.21,0.17,"reconstructed"
1753,-0.03,-0.23,0.17,"reconstructed"
1752,-0.03,-0.24,0.16,"reconstructed"
1751,-0.03,-0.25,0.16,"reconstructed"
1750,-0.04,-0.26,0.16,"reconstructed"
1749,-0.04,-0.27,0.16,"reconstructed"
1748,-0.05,-0.27,0.16,"reconstructed"
1747,-0.05,-0.27,0.15,"reconstructed"
1746,-0.06,-0.27,0.14,"reconstructed"
1745,-0.06,-0.26,0.14,"reconstructed"
1744,-0.06,-0.26,0.13,"reconstructed"
1743,-0.06,-0.25,0.13,"reconstructed"
1742,-0.06,-0.25,0.12,"reconstructed"
1741,-0.06,-0.24,0.12,"reconstructed"
1740,-0.05,-0.24,0.12,"reconstructed"
1739,-0.05,-0.23,0.13,"reconstructed"
1738,-0.04,-0.23,0.13,"reconstructed"
1737,-0.03,-0.22,0.14,"reconstructed"
1736,-0.03,-0.22,0.14,"reconstructed"
1735,-0.02,-0.22,0.15,"reconstructed"
1734,-0.02,-0.22,0.15,"reconstructed"
1733,-0.01,-0.22,0.16,"reconstructed"
1732,-0.01,-0.22,0.16,"reconstructed"
1731,0,-0.22,0.17,"reconstructed"
1730,0,-0.23,0.17,"reconstructed"
1729,0,-0.23,0.18,"reconstructed"
1728,0.01,-0.23,0.18,"reconstructed"
1727,0.01,-0.23,0.18,"reconstructed"
1726,0.01,-0.23,0.18,"reconstructed"
1725,0.01,-0.23,0.18,"reconstructed"
1724,0.01,-0.22,0.18,"reconstructed"
1723,0.01,-0.22,0.18,"reconstructed"
1722,0,-0.21,0.17,"reconstructed"
1721,0,-0.21,0.17,"reconstructed"
1720,-0.01,-0.21,0.17,"reconstructed"
1719,-0.02,-0.21,0.16,"reconstructed"
1718,-0.03,-0.22,0.15,"reconstructed"
1717,-0.04,-0.22,0.15,"reconstructed"
1716,-0.04,-0.23,0.14,"reconstructed"
1715,-0.05,-0.23,0.14,"reconstructed"
1714,-0.06,-0.24,0.13,"reconstructed"
1713,-0.06,-0.25,0.13,"reconstructed"
1712,-0.07,-0.26,0.12,"reconstructed"
1711,-0.08,-0.27,0.11,"reconstructed"
1710,-0.09,-0.28,0.1,"reconstructed"
1709,-0.1,-0.29,0.09,"reconstructed"
1708,-0.11,-0.31,0.08,"reconstructed"
1707,-0.12,-0.33,0.07,"reconstructed"
1706,-0.14,-0.34,0.06,"reconstructed"
1705,-0.15,-0.36,0.04,"reconstructed"
1704,-0.15,-0.37,0.03,"reconstructed"
1703,-0.16,-0.38,0.02,"reconstructed"
1702,-0.16,-0.39,0.02,"reconstructed"
1701,-0.17,-0.4,0.01,"reconstructed"
1700,-0.16,-0.4,0.01,"reconstructed"
1699,-0.15,-0.4,0.02,"reconstructed"
1698,-0.14,-0.4,0.02,"reconstructed"
1697,-0.12,-0.39,0.03,"reconstructed"
1696,-0.1,-0.38,0.05,"reconstructed"
1695,-0.08,-0.37,0.07,"reconstructed"
1694,-0.06,-0.35,0.09,"reconstructed"
1693,-0.03,-0.34,0.1,"reconstructed"
1692,-0.01,-0.33,0.12,"reconstructed"
1691,0,-0.32,0.14,"reconstructed"
1690,0.01,-0.31,0.15,"reconstructed"
1689,0.02,-0.31,0.16,"reconstructed"
1688,0.02,-0.31,0.16,"reconstructed"
1687,0.02,-0.31,0.17,"reconstructed"
1686,0.01,-0.32,0.16,"reconstructed"
1685,-0.01,-0.33,0.16,"reconstructed"
1684,-0.03,-0.35,0.15,"reconstructed"
1683,-0.05,-0.36,0.14,"reconstructed"
1682,-0.07,-0.37,0.13,"reconstructed"
1681,-0.09,-0.39,0.11,"reconstructed"
1680,-0.11,-0.4,0.1,"reconstructed"
1679,-0.12,-0.41,0.09,"reconstructed"
1678,-0.13,-0.42,0.08,"reconstructed"
1677,-0.14,-0.43,0.07,"reconstructed"
1676,-0.15,-0.44,0.06,"reconstructed"
1675,-0.15,-0.44,0.06,"reconstructed"
1674,-0.15,-0.44,0.06,"reconstructed"
1673,-0.14,-0.44,0.06,"reconstructed"
1672,-0.14,-0.44,0.06,"reconstructed"
1671,-0.13,-0.44,0.06,"reconstructed"
1670,-0.12,-0.43,0.06,"reconstructed"
1669,-0.11,-0.43,0.07,"reconstructed"
1668,-0.1,-0.42,0.07,"reconstructed"
1667,-0.09,-0.41,0.08,"reconstructed"
1666,-0.08,-0.4,0.08,"reconstructed"
1665,-0.07,-0.39,0.09,"reconstructed"
1664,-0.05,-0.38,0.11,"reconstructed"
1663,-0.04,-0.37,0.12,"reconstructed"
1662,-0.02,-0.36,0.13,"reconstructed"
1661,-0.01,-0.34,0.14,"reconstructed"
1660,0,-0.33,0.15,"reconstructed"
1659,0.01,-0.32,0.15,"reconstructed"
1658,0.02,-0.31,0.16,"reconstructed"
1657,0.02,-0.31,0.16,"reconstructed"
1656,0.01,-0.31,0.15,"reconstructed"
1655,0.01,-0.32,0.15,"reconstructed"
1654,0,-0.33,0.14,"reconstructed"
1653,-0.01,-0.34,0.13,"reconstructed"
1652,-0.03,-0.36,0.12,"reconstructed"
1651,-0.05,-0.39,0.11,"reconstructed"
1650,-0.06,-0.41,0.11,"reconstructed"
1649,-0.08,-0.43,0.1,"reconstructed"
1648,-0.1,-0.44,0.09,"reconstructed"
1647,-0.11,-0.45,0.08,"reconstructed"
1646,-0.12,-0.46,0.07,"reconstructed"
1645,-0.13,-0.46,0.06,"reconstructed"
1644,-0.14,-0.45,0.06,"reconstructed"
1643,-0.14,-0.44,0.06,"reconstructed"
1642,-0.13,-0.43,0.06,"reconstructed"
1641,-0.12,-0.41,0.07,"reconstructed"
1640,-0.11,-0.4,0.08,"reconstructed"
1639,-0.1,-0.38,0.09,"reconstructed"
1638,-0.08,-0.37,0.1,"reconstructed"
1637,-0.07,-0.35,0.12,"reconstructed"
1636,-0.05,-0.34,0.13,"reconstructed"
1635,-0.04,-0.34,0.14,"reconstructed"
1634,-0.04,-0.33,0.14,"reconstructed"
1633,-0.03,-0.33,0.14,"reconstructed"
1632,-0.04,-0.33,0.14,"reconstructed"
1631,-0.04,-0.33,0.13,"reconstructed"
1630,-0.05,-0.34,0.12,"reconstructed"
1629,-0.06,-0.35,0.11,"reconstructed"
1628,-0.07,-0.35,0.1,"reconstructed"
1627,-0.08,-0.36,0.09,"reconstructed"
1626,-0.09,-0.37,0.08,"reconstructed"
1625,-0.1,-0.38,0.08,"reconstructed"
1624,-0.1,-0.39,0.08,"reconstructed"
1623,-0.1,-0.39,0.08,"reconstructed"
1622,-0.1,-0.4,0.08,"reconstructed"
1621,-0.1,-0.4,0.09,"reconstructed"
1620,-0.09,-0.4,0.1,"reconstructed"
1619,-0.08,-0.41,0.11,"reconstructed"
1618,-0.07,-0.41,0.13,"reconstructed"
1617,-0.06,-0.41,0.14,"reconstructed"
1616,-0.06,-0.42,0.14,"reconstructed"
1615,-0.05,-0.42,0.15,"reconstructed"
1614,-0.05,-0.43,0.15,"reconstructed"
1613,-0.05,-0.44,0.15,"reconstructed"
1612,-0.05,-0.44,0.14,"reconstructed"
1611,-0.06,-0.45,0.13,"reconstructed"
1610,-0.07,-0.46,0.12,"reconstructed"
1609,-0.08,-0.47,0.11,"reconstructed"
1608,-0.09,-0.47,0.1,"reconstructed"
1607,-0.1,-0.48,0.08,"reconstructed"
1606,-0.11,-0.48,0.07,"reconstructed"
1605,-0.13,-0.48,0.06,"reconstructed"
1604,-0.13,-0.48,0.05,"reconstructed"
1603,-0.14,-0.47,0.05,"reconstructed"
1602,-0.14,-0.47,0.04,"reconstructed"
1601,-0.14,-0.46,0.04,"reconstructed"
1600,-0.13,-0.45,0.05,"reconstructed"
1599,-0.12,-0.44,0.05,"reconstructed"
1598,-0.11,-0.43,0.06,"reconstructed"
1597,-0.1,-0.41,0.07,"reconstructed"
1596,-0.09,-0.4,0.07,"reconstructed"
1595,-0.08,-0.39,0.08,"reconstructed"
1594,-0.07,-0.38,0.09,"reconstructed"
1593,-0.06,-0.37,0.09,"reconstructed"
1592,-0.06,-0.36,0.1,"reconstructed"
1591,-0.06,-0.35,0.1,"reconstructed"
1590,-0.06,-0.34,0.1,"reconstructed"
1589,-0.05,-0.34,0.1,"reconstructed"
1588,-0.05,-0.34,0.1,"reconstructed"
1587,-0.05,-0.33,0.1,"reconstructed"
1586,-0.05,-0.33,0.1,"reconstructed"
1585,-0.05,-0.33,0.1,"reconstructed"
1584,-0.05,-0.33,0.1,"reconstructed"
1583,-0.05,-0.34,0.1,"reconstructed"
1582,-0.05,-0.34,0.11,"reconstructed"
1581,-0.04,-0.34,0.11,"reconstructed"
1580,-0.04,-0.34,0.12,"reconstructed"
1579,-0.04,-0.34,0.12,"reconstructed"
1578,-0.03,-0.34,0.13,"reconstructed"
1577,-0.02,-0.34,0.13,"reconstructed"
1576,-0.01,-0.34,0.14,"reconstructed"
1575,0,-0.33,0.15,"reconstructed"
1574,0,-0.33,0.16,"reconstructed"
1573,0.01,-0.33,0.17,"reconstructed"
1572,0.02,-0.32,0.17,"reconstructed"
1571,0.03,-0.32,0.18,"reconstructed"
1570,0.04,-0.31,0.19,"reconstructed"
1569,0.06,-0.3,0.2,"reconstructed"
1568,0.07,-0.29,0.2,"reconstructed"
1567,0.08,-0.28,0.21,"reconstructed"
1566,0.09,-0.27,0.22,"reconstructed"
1565,0.1,-0.26,0.23,"reconstructed"
1564,0.1,-0.26,0.23,"reconstructed"
1563,0.1,-0.25,0.23,"reconstructed"
1562,0.1,-0.25,0.23,"reconstructed"
1561,0.09,-0.25,0.22,"reconstructed"
1560,0.09,-0.26,0.21,"reconstructed"
1559,0.08,-0.26,0.2,"reconstructed"
1558,0.07,-0.27,0.2,"reconstructed"
1557,0.06,-0.28,0.19,"reconstructed"
1556,0.06,-0.28,0.19,"reconstructed"
1555,0.05,-0.29,0.18,"reconstructed"
1554,0.04,-0.29,0.18,"reconstructed"
1553,0.04,-0.3,0.18,"reconstructed"
1552,0.03,-0.31,0.18,"reconstructed"
1551,0.03,-0.31,0.18,"reconstructed"
1550,0.02,-0.32,0.17,"reconstructed"
1549,0.01,-0.33,0.17,"reconstructed"
1548,0,-0.33,0.17,"reconstructed"
1547,-0.01,-0.34,0.16,"reconstructed"
1546,-0.02,-0.34,0.15,"reconstructed"
1545,-0.02,-0.35,0.15,"reconstructed"
1544,-0.03,-0.35,0.15,"reconstructed"
1543,-0.03,-0.35,0.14,"reconstructed"
1542,-0.02,-0.34,0.14,"reconstructed"
1541,-0.02,-0.34,0.15,"reconstructed"
1540,-0.01,-0.33,0.15,"reconstructed"
1539,0,-0.33,0.16,"reconstructed"
1538,0.01,-0.32,0.16,"reconstructed"
1537,0.02,-0.32,0.17,"reconstructed"
1536,0.02,-0.32,0.18,"reconstructed"
1535,0.03,-0.32,0.18,"reconstructed"
1534,0.03,-0.33,0.18,"reconstructed"
1533,0.03,-0.34,0.19,"reconstructed"
1532,0.03,-0.34,0.19,"reconstructed"
1531,0.02,-0.35,0.19,"reconstructed"
1530,0.02,-0.36,0.18,"reconstructed"
1529,0.01,-0.37,0.18,"reconstructed"
1528,0,-0.38,0.17,"reconstructed"
1527,-0.01,-0.38,0.17,"reconstructed"
1526,-0.02,-0.39,0.16,"reconstructed"
1525,-0.03,-0.4,0.15,"reconstructed"
1524,-0.04,-0.4,0.15,"reconstructed"
1523,-0.05,-0.41,0.14,"reconstructed"
1522,-0.05,-0.41,0.14,"reconstructed"
1521,-0.05,-0.41,0.14,"reconstructed"
1520,-0.05,-0.41,0.14,"reconstructed"
1519,-0.05,-0.4,0.14,"reconstructed"
1518,-0.05,-0.4,0.15,"reconstructed"
1517,-0.04,-0.39,0.15,"reconstructed"
1516,-0.03,-0.38,0.16,"reconstructed"
1515,-0.02,-0.37,0.16,"reconstructed"
1514,-0.01,-0.36,0.17,"reconstructed"
